Name,HalfYearly Avg Input Performance,HalfYearly Avg Output Performance,Quaterly Avg Input Performance,Half Yearly Avg Performance Data,Weekly Avg Input Performance,Weekly Avg Output Performance,Weekly Avg Performance Data,Weekly A Cnt Crossed 70,Weekly A END Max IN Usage Value,Weekly A END Max Out Usage Value,Weekly Max Input Performance Data,Weekly Max Output Performance Data,Weekly Performance Data,Weekly Z Cnt Crossed 70,Weekly Z END Max IN Usage Value,Weekly Z END Max Out Usage Value,Z Device,Warranty expiration,Quarterly Avg Performance Data,Quarterly Performance Data,A PoP,Z PoP,Provider,LMS_ID,LINK_STATUS,Vendor,Class,AConnectingInterface,ZConnectingInterface,Bandwidth,Bandwidth Units,Provider Circuit ID,Updated,A Radio [Sify_DataLinks_AirBackhaul],Z Radio [Sify_DataLinks_AirBackhaul],Provider Ring Implementation [Sify_DataLinks_Fiber],Description -1,Description,A Device,A END Max IN Usage Value,A END Max Out usage Value,A cnt crossed 70,Acceptance Test Results,Alias name,Approval group,Asset,Asset tag,Assigned,Assigned to,Attestation Score,Attestation Status,Attested,Attested By,Attested Date,Attributes,Avg Input Performance,Avg Output Performance,Avg Performance Data,BAND_WIDTH_REQ_NUM,Business Unit,CIRCUIT_ID,CPM_COMMENTS,Can Print,Category,Change Group,Checked in,Checked out,Circuit Name,Comments,Commissioned Date,Company,Core Data Center,Correlation ID,Cost,Cost center,Cost currency,Created,Created by,DNS Domain,DOC,DOC Date,Department,Discovery source,Domain,Domain Path,Due,Due in,Duplicate Of,Environment,External Asset Account,External Asset ID,FROM_LOCATION,Fault count,First discovered,Fully qualified domain name,GL account,Half Yearly A Cnt Crossed 70,Half Yearly Performance Data,Half Yearly Z Cnt Crossed 70,Halfyearly A END Max IN Usage Value,Halfyearly A END Max Out Usage Value,Halfyearly Max Input Performance Data,Halfyearly Max Output Performance Data,Halfyearly Z END Max IN Usage Value,Halfyearly Z END Max Out Usage Value,Host Macro Id,IP Address,ITEM_DESC,Install Status,Installed,Invoice number,Justification,KM,LINK_TYPE,LINK_TYPE_DESC,Lease contract,Life Cycle Stage,Life Cycle Stage Status,Link Description,Link ID,Location,MAC Address,Maintenance schedule,Managed By Group,Managed by,Managed domain,Manufacturer,Max Input Performance Data,Max Output Performance Data,Model ID,Model number,Monitor,Most recent discovery,OT device details,Operational status,Order received,Ordered,Owned by,PO number,PO_CLASSIFICATION,PO_END_DATE,PO_NO1,PO_NO1_DATE,PO_NO2,PO_NO2_DATE,Performance Data,Product instance identifier,Purchased,Quaterly A Cnt Crossed 70,Quaterly A END Max IN Usage Value,Quaterly A END Max Out Usage Value,Quaterly Avg Output Performance,Quaterly Max Input Performance Data,Quaterly Max Output Performance Data,Quaterly Z Cnt Crossed 70,Quaterly Z END Max IN Usage Value,Quaterly Z END Max Out Usage Value,Removal Comments,Removal Date,Requires verification,SL1 ID,SL1 Monitored,SL1 Region,SL1 URL,Schedule,Serial number,Service,Service Category,Skip sync,Start date,Subcategory,Subscription ID,Support Vendor Name,Support Vendor PO Number,Support group,Supported by,Sys class path,TOTAL_DISTANCE,TO_LOCATION,Tags,Type,Updated by,Updates,Vendor_Name,Z END Max IN Usage Value,Z END Max Out usage Value,Z cnt crossed 70,zCorrelation ID
MUM-HYD NLD_Dighi-Lonikand_P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-PUN-TPF,MH-PUN-MLJ,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,03-01-2026 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17728234,,,,,/!!/$V/!+/!!,,,,,admin,81,MTCIL,,,,
MUM-HYD NLD_Kundalwadi-Renjal_P1_P1P,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,TS-NZM-RLJ,MH-NND-KBY,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470706,,,,,/!!/$V/!+/!!,,,,,admin,240,Sify UG,,,,
Mumbai_Crossconnect_Airoli-Rabale_Secondary Path,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,01-12-2023 23:00,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-101,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID9168790,,,,,/!!/$V/!+/!!,,,,,admin,1739,REVMAX,,,,
MUM-HYD NLD_Kundalwadi-Renjal_P1_P1S,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,TS-NZM-RLJ,MH-NND-KBY,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470694,,,,,/!!/$V/!+/!!,,,,,admin,240,Sify UG,,,,
Mumbai_Crossconnect_Airoli-Rabale_Tertiary Path,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,01-12-2023 23:00,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-101,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID9168789,,,,,/!!/$V/!+/!!,,,,,admin,1739,REVMAX,,,,
MUM-DEL NLD_Morena 2 Indus-Dholpur Indus_ITR-NDO P1_Pri,"{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""lmsid"":""25374"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""lmsid"":""25374"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""lmsid"":""25374""}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""lmsid"":""25374""}",,,,,,,,,MP-MRN-MAF,RJ-DLP-MQA,,25374,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,06-12-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""jan2026value"":0}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""jan2026value"":0}","{""name"":""MUM-DEL NLD_Morena 2 Indus-GWALIOR Mhalgaon_ITR-NDO P1_P1P"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17524125,,,,,/!!/$V/!+/!!,,,,,admin,141,"45564-GIGATEL SOLUTIONS PVT LTD-PK-B-14, SECTOR 122,,NOIDA, Gautam Buddha Nagar,,Uttar Pradesh,,GAUTAM BUDDHA NAGAR,Uttar Pradesh,201301,IN-GAUTAM BUDDHA N",,,,
MUM-PUN NLD_Airoli-Rabale_P1_P1S,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,29-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17479394,,,,,/!!/$V/!+/!!,,,,,admin,233,REVMAX,,,,
Mumbai Metro_Airoli-Rabale Path1,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,27-09-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID16905551,,,,,/!!/$V/!+/!!,,,,,admin,445,REVMAX,,,,
MUM-PUN NLD_Airoli-Rabale_P1_P1P,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,29-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17479393,,,,,/!!/$V/!+/!!,,,,,admin,233,REVMAX,,,,
MUM-DEL NLD_Jalna Old-Partur_AIR-ITR P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-AUR-PUV,MH-AUR-JNQ,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,25-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17468102,,,,,/!!/$V/!+/!!,,,,,admin,169,MTCIL,,,,
Mumbai Metro_Airoli-Rabale Path2,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""lmsid"":""24711""}",,,,,,,,,MH-MUM-AIR,MH-MUM-RAL,,24711,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,27-09-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}","{""name"":""MUM-PUN NLD_Airoli-Rabale Path2"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID16905550,,,,,/!!/$V/!+/!!,,,,,admin,443,REVMAX,,,,
MUM-HYD NLD_Jalna II-Partur_P1,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-AUR-PUV,MH-AUR-JNQ,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470684,,,,,/!!/$V/!+/!!,,,,,admin,167,MTCIL,,,,
